state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Two-Door Car,Small
California,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,L1,Offer4,Agent,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Other,F,Suburban,Single,Corporate Auto,L3,Offer2,Call Center,Sports Car,Medsize
Washington,No,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,L1,Offer1,Branch,SUV,Medsize
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Other,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,Sports Car,Small
Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,Postgraduate,Other,M,Rural,Married,Special Auto,L3,Offer1,Web,Two-Door Car,Medsize
Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate Auto,L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Branch,Two-Door Car,Medsize
Nevada,No,Extended,College,Other,M,Urban,Single,Personal Auto,L2,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,Bachelor,Other,M,Suburban,Married,Personal Auto,L2,Offer4,Web,Two-Door Car,Medsize
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Small
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,L2,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L3,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,Other,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,L1,Offer1,Agent,Sports Car,Medsize
Washington,No,Basic,College,Employed,M,Urban,Married,Personal Auto,L2,Offer2,Call Center,Four-Door Car,Large
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,L1,Offer3,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,L2,Offer4,Agent,Four-Door Car,Large
Arizona,No,Basic,Bachelor,Other,F,Suburban,Single,Corporate Auto,L2,Offer3,Web,Four-Door Car,Small
Oregon,No,Premium,High School or Below,Other,F,Rural,Married,Personal Auto,L2,Offer1,Call Center,Two-Door Car,Large
Arizona,No,Basic,Postgraduate,Employed,M,Rural,Single,Special Auto,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,SUV,Medsize
Washington,No,Basic,Bachelor,Other,F,Rural,Married,Special Auto,L2,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L1,Offer2,Branch,Four-Door Car,Small
Oregon,No,Premium,High School or Below,Other,M,Suburban,Divorced,Corporate Auto,L3,Offer3,Web,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L3,Offer4,Web,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,L2,Offer1,Web,Sports Car,Medsize
Oregon,No,Extended,Bachelor,Other,F,Suburban,Single,Personal Auto,L1,Offer1,Call Center,Four-Door Car,Medsize
Washington,Yes,Basic,College,Other,F,Suburban,Divorced,Corporate Auto,L3,Offer1,Agent,SUV,Medsize
Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,L3,Offer3,Web,SUV,Medsize
Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,L3,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L2,Offer2,Call Center,Four-Door Car,Small
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,L2,Offer1,Agent,Four-Door Car,Small
Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,L2,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer3,Call Center,SUV,Small
Oregon,No,Premium,Postgraduate,Employed,F,Suburban,Divorced,Corporate Auto,L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,L3,Offer3,Call Center,SUV,Medsize
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,Two-Door Car,Small
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,L2,Offer3,Call Center,SUV,Medsize
California,Yes,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Web,Four-Door Car,Large
Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,L3,Offer4,Agent,SUV,Small
Arizona,Yes,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,L1,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Other,M,Suburban,Single,Corporate Auto,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,College,Other,F,Suburban,Single,Personal Auto,L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,L2,Offer4,Branch,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,Other,F,Suburban,Single,Personal Auto,L2,Offer2,Web,Four-Door Car,Small
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,L1,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,L1,Offer1,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,L3,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Married,Corporate Auto,L1,Offer3,Web,SUV,Medsize
California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,L1,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,Other,M,Suburban,Married,Personal Auto,L1,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Call Center,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,L3,Offer1,Call Center,Two-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,Four-Door Car,Large
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L2,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Other,F,Rural,Married,Personal Auto,L2,Offer1,Web,Four-Door Car,Medsize
California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,L1,Offer4,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,L1,Offer3,Branch,SUV,Medsize
Oregon,No,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,L3,Offer2,Web,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer2,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,Other,F,Suburban,Single,Personal Auto,L1,Offer2,Branch,Four-Door Car,Large
Oregon,No,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,L1,Offer1,Agent,Four-Door Car,Medsize
Washington,No,Basic,Postgraduate,Other,M,Urban,Divorced,Personal Auto,L3,Offer4,Web,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,L2,Offer4,Agent,Four-Door Car,Medsize
California,No,Premium,College,Other,F,Rural,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Single,Corporate Auto,L3,Offer1,Call Center,Four-Door Car,Small
Washington,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Web,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,L3,Offer4,Branch,Four-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Branch,Two-Door Car,Small
Oregon,No,Basic,Postgraduate,Employed,F,Urban,Divorced,Personal Auto,L2,Offer2,Branch,SUV,Medsize
Nevada,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer4,Call Center,Four-Door Car,Small
Nevada,No,Basic,College,Other,M,Suburban,Single,Personal Auto,L1,Offer3,Call Center,Four-Door Car,Medsize
Arizona,Yes,Extended,Bachelor,Other,F,Suburban,Married,Personal Auto,L1,Offer2,Agent,Four-Door Car,Small
Oregon,Yes,Basic,Bachelor,Other,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,M,Suburban,Married,Special Auto,L3,Offer1,Branch,Four-Door Car,Large
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,L2,Offer1,Call Center,Four-Door Car,Small
California,No,Premium,College,Employed,F,Urban,Single,Personal Auto,L3,Offer2,Call Center,SUV,Small
California,Yes,Basic,College,Other,F,Suburban,Married,Corporate Auto,L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Web,Four-Door Car,Medsize
Oregon,Yes,Extended,Postgraduate,Employed,F,Rural,Married,Corporate Auto,L2,Offer1,Branch,Four-Door Car,Large
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,Offer2,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,L1,Offer1,Branch,Sports Car,Medsize
Arizona,No,Basic,Bachelor,Other,M,Suburban,Single,Corporate Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,L2,Offer4,Web,SUV,Medsize
Nevada,No,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,L3,Offer2,Agent,Two-Door Car,Medsize
California,Yes,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,L3,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Extended,College,Employed,M,Urban,Married,Personal Auto,L1,Offer2,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,L3,Offer2,Agent,Four-Door Car,Medsize
Washington,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L2,Offer2,Web,Two-Door Car,Medsize
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L3,Offer4,Call Center,SUV,Small
Washington,No,Premium,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Call Center,Two-Door Car,Small
Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,L2,Offer1,Branch,Two-Door Car,Medsize
Oregon,No,Extended,Bachelor,Other,M,Urban,Single,Personal Auto,L2,Offer1,Branch,Four-Door Car,Medsize
California,Yes,Basic,College,Other,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Sports Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,L1,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L3,Offer2,Agent,Four-Door Car,Large
Nevada,No,Basic,Bachelor,Other,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,L1,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Corporate Auto,L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,L2,Offer3,Agent,Two-Door Car,Small
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,L3,Offer1,Agent,SUV,Small
Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,L1,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer4,Agent,Four-Door Car,Medsize
Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Washington,No,Extended,Bachelor,Other,F,Suburban,Divorced,Corporate Auto,L2,Offer1,Branch,SUV,Medsize
Arizona,No,Basic,College,Other,F,Suburban,Single,Personal Auto,L2,Offer4,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,L3,Offer2,Web,Four-Door Car,Medsize
California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Postgraduate,Employed,F,Suburban,Married,Corporate Auto,L2,Offer4,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Divorced,Personal Auto,L3,Offer3,Branch,Two-Door Car,Medsize
Arizona,Yes,Extended,College,Other,F,Suburban,Divorced,Personal Auto,L2,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,College,Other,F,Suburban,Single,Special Auto,L1,Offer1,Agent,Sports Car,Medsize
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Other,M,Suburban,Single,Corporate Auto,L2,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer4,Agent,SUV,Medsize
Oregon,No,Extended,College,Other,M,Suburban,Married,Personal Auto,L2,Offer2,Agent,Sports Car,Medsize
Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L3,Offer3,Agent,Four-Door Car,Small
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L2,Offer3,Branch,Two-Door Car,Medsize
Oregon,No,Premium,High School or Below,Other,F,Suburban,Married,Personal Auto,L2,Offer3,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Postgraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer2,Branch,SUV,Medsize
Oregon,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,L1,Offer4,Agent,Two-Door Car,Medsize
Oregon,Yes,Extended,High School or Below,Other,M,Suburban,Divorced,Corporate Auto,L3,Offer2,Agent,SUV,Medsize
Washington,No,Basic,College,Other,M,Suburban,Married,Personal Auto,L2,Offer2,Call Center,Two-Door Car,Large
Washington,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,L1,Offer1,Branch,Two-Door Car,Medsize
California,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,L1,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Postgraduate,Employed,F,Suburban,Single,Corporate Auto,L3,Offer2,Agent,Sports Car,Medsize
Washington,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,L2,Offer2,Agent,SUV,Medsize
Washington,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Two-Door Car,Medsize
Nevada,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,L3,Offer3,Agent,Sports Car,Medsize
Oregon,No,Extended,College,Other,F,Suburban,Single,Personal Auto,L3,Offer2,Agent,Four-Door Car,Large
Washington,No,Premium,College,Other,M,Suburban,Married,Corporate Auto,L1,Offer1,Call Center,Four-Door Car,Small
Nevada,No,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,L1,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Extended,College,Other,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,College,Employed,F,Rural,Single,Personal Auto,L2,Offer1,Web,Sports Car,Small
California,No,Basic,Bachelor,Other,F,Suburban,Divorced,Corporate Auto,L3,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Other,M,Suburban,Single,Personal Auto,L3,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,L1,Offer2,Branch,SUV,Medsize
Nevada,No,Extended,Bachelor,Other,M,Suburban,Single,Corporate Auto,L3,Offer2,Web,Four-Door Car,Small
Washington,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,L2,Offer2,Call Center,SUV,Medsize
Oregon,No,Basic,Bachelor,Other,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports Car,Medsize
Oregon,No,Basic,Bachelor,Other,M,Suburban,Married,Personal Auto,L3,Offer1,Web,SUV,Medsize
Oregon,No,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,L3,Offer1,Branch,Four-Door Car,Large
Nevada,No,Extended,Postgraduate,Employed,M,Rural,Single,Corporate Auto,L2,Offer1,Agent,Four-Door Car,Small
Nevada,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,L1,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Other,M,Suburban,Divorced,Corporate Auto,L1,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Extended,Postgraduate,Other,M,Urban,Married,Corporate Auto,L3,Offer2,Agent,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,L1,Offer1,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Other,F,Urban,Married,Corporate Auto,L3,Offer1,Branch,Two-Door Car,Large
Oregon,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,College,Other,F,Suburban,Married,Personal Auto,L1,Offer1,Web,SUV,Medsize
Nevada,No,Basic,College,Other,M,Suburban,Single,Personal Auto,L3,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,L2,Offer2,Web,Sports Car,Medsize
Oregon,No,Basic,College,Other,M,Suburban,Married,Personal Auto,L2,Offer2,Branch,Four-Door Car,Small
California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,L3,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,Other,F,Suburban,Single,Corporate Auto,L1,Offer4,Web,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Extended,College,Employed,M,Rural,Divorced,Corporate Auto,L3,Offer1,Web,SUV,Small
California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,L2,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,College,Employed,F,Rural,Married,Special Auto,L2,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Premium,Bachelor,Other,M,Suburban,Divorced,Corporate Auto,L2,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,Premium,High School or Below,Other,M,Suburban,Married,Corporate Auto,L2,Offer4,Branch,Two-Door Car,Medsize
Arizona,No,Extended,College,Other,F,Suburban,Single,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,Two-Door Car,Medsize
Nevada,No,Basic,College,Other,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,Two-Door Car,Medsize
Arizona,No,Extended,College,Employed,M,Rural,Married,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer2,Agent,Two-Door Car,Medsize
Washington,No,Basic,Bachelor,Other,F,Suburban,Single,Personal Auto,L3,Offer2,Agent,Four-Door Car,Medsize
Washington,Yes,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,L3,Offer2,Agent,Four-Door Car,Medsize
Arizona,Yes,Basic,College,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
